,city_id,city_name,hotel_id,hotel_name,hotel_url,hotel_score,hotel_text,lattitude,longitude
0,27,Collioure,8,Le Relais Des Trois Mas,https://www.booking.com//hotel/fr/le-relais-des-trois-mas.fr.html?sid=0482674dc59de29ccaacf9973240efc5,9.0,"
Doté d'une terrasse avec piscine donnant sur la mer Méditerranée, l'établissement Le Relais Des Trois Mas propose un hébergement confortable dans un cadre provençal. 
l’emplacement et la vue sur collioure
",42.52417281,3.08931068
1,27,Collioure,5,Le Madeloc Hôtel & Spa,https://www.booking.com//hotel/fr/madeloc.fr.html?sid=0482674dc59de29ccaacf9973240efc5,8.8,"
Situé à 500 mètres du centre-ville de Collioure et à 10 minutes à pied de la plage, l'hôtel Madeloc propose une piscine extérieure chauffée ouverte toute l'année, un solarium sur le toit, un jacuzzi...
Everything was marvellous. The staff pleasant and helpful, the room very comfortable  breakfast exceptional. Beautiful pool.
",42.52876467,3.07865426
2,27,Collioure,9,Hôtel La Casa Pairal,https://www.booking.com//hotel/fr/hotelcasapairal.fr.html?sid=0482674dc59de29ccaacf9973240efc5,8.7,"
Situé à 250 mètres de la plage et du port de Collioure, l’Hôtel La Casa Pairal propose un jardin fleuri exotique et une piscine extérieure chauffée. 
My only regret with this hotel was that I didn't get to stay longer.  Highly recommended!
",42.52616733,3.08235571
3,27,Collioure,2,Hôtel la Bona Casa,https://www.booking.com//hotel/fr/la-bona-casa.fr.html?sid=0482674dc59de29ccaacf9973240efc5,8.4,"
L'Hôtel la Bona Casa est situé dans le centre historique de Collioure, à seulement 300 mètres du château royal et de la plage. Il propose une connexion Wi-Fi gratuite et une terrasse ombragée. 
la disponibilité et la discrétion de l'ensemble du personnel.
",42.52547153,3.0826987
4,27,Collioure,0,Hôtel Princes de Catalogne,https://www.booking.com//hotel/fr/princes-de-catalogne.fr.html?sid=0482674dc59de29ccaacf9973240efc5,8.1,"
Situé sur une place tranquille dans la ville pittoresque de Collioure, l'Hôtel Princes de Catalogne se trouve à 400 mètres de la plage. Il a été rénové début 2009 et affiche un style contemporain. 
Great location with free parking on site. Staff extremely helpful. Lovely big comfortable bed. First day, there was an issue with toilet not refilling but issue was solved straight away and we were given a new room.
",42.52591431,3.0826816
5,33,Bayonne,6,Okko Hotels Bayonne Centre,https://www.booking.com//hotel/fr/okko-hotels-bayonne-centre.fr.html?sid=e5fea34989d0da94d83ac8362f9d9df2,8.6,"
Situé à Bayonne, à seulement 700 mètres du centre-ville et de la cathédrale Sainte-Marie de Bayonne, l’Okko Hotels Bayonne Centre vous propose des chambres climatisées avec une connexion Wi-Fi...
everything was enjoyable and the hotel is pretty new, has an amazing view of the city from the top and loved the design of the toilet in room
",43.4953443,-1.4825118
6,33,Bayonne,8,ibis Styles Bayonne,https://www.booking.com//hotel/fr/loustau.fr.html?sid=e5fea34989d0da94d83ac8362f9d9df2,8.2,"
Situé sur les rives de l'Adour et offrant une vue exceptionnelle sur la ville médiévale de Bayonne, l'ibis Styles Bayonne se trouve à quelques pas de la cathédrale du XIIe siècle. 
Le personnel est super , surtout le gardien de nuit super séjours je reviendrai merci
",43.49540574,-1.47082418
7,33,Bayonne,1,Hotel Cote Basque,https://www.booking.com//hotel/fr/cote-basque.fr.html?sid=e5fea34989d0da94d83ac8362f9d9df2,8.0,"
L'Hotel Cote Basque est situé au cœur de la ville historique de Bayonne, en face du pont Saint-Esprit. Il propose une connexion Wi-Fi gratuite et des chambres avec salle de bains privative. 
Hôtel bien situé dans la ville de Bayonne, chambre propre et spacieuse.  
Réceptionniste accueillant et agréable. 
Je recommande cet hôtel pour des soirées sur Bayonne.
",43.49618306,-1.46960109
8,33,Bayonne,2,Hôtel Le Bayonne,https://www.booking.com//hotel/fr/le-bayonne-ha-tel.fr.html?sid=e5fea34989d0da94d83ac8362f9d9df2,7.9,"
Installé dans le centre-ville de Bayonne, en Aquitaine, l'Hôtel Le Bayonne vous propose une piscine extérieure chauffée ouverte en saison ainsi qu'un hammam. 
Quick check-in, professional staff, safe parking, great location near the old town, easy to overnight with a dog
",43.4850262,-1.47537053
9,33,Bayonne,0,ibis budget Bayonne,https://www.booking.com//hotel/fr/ibis-budget-bayonne.fr.html?sid=e5fea34989d0da94d83ac8362f9d9df2,7.7,"
Situé à 2 km du centre historique et de la gare de Bayonne, ainsi qu'à 8 km des plages, l'ibis budget Bayonne dispose d'une réception ouverte 24h/24, ainsi que d'une connexion Wi-Fi et d'un parking...
Great location,  nice stuff , clean place , accessible
",43.48908262,-1.45717809
10,34,La Rochelle,4,Hotel La Fabrique,https://www.booking.com//hotel/fr/la-fabrique-la-rochelle.fr.html?sid=44f1b01d684b1413dcc9573c9ec72523,8.5,"
L'Hotel La Fabrique vous accueille à La Rochelle et vous propose un bar sur place. Les chambres disposent d'une télévision à écran plat. 
La situation géographique exceptionnelle.
La propreté. 
Le personnel très aimable et agréable.
",46.156155,-1.148583
